algorithm,num_episodes,num_labels,num_neighbors,random_seed_index,target_color,random_seed,target_color_hex,color_sequence_type,_hostname,_pwd,_username,_start_time,_end_time,answer,answer_episode,num_fallbacks,runtime,total_episodes
exact-heuristic,1000,50,0,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:40.847416,2017-07-21 18:11:41.389624,#EF106C,433,0,0.007264375686645508,16
neighbor-heuristic,1000,50,1,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:41.391449,2017-07-21 18:11:41.909796,#EF106C,433,0,0.007330894470214844,16
neighbor-heuristic,1000,50,2,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:41.921934,2017-07-21 18:11:42.441436,#EF106C,433,0,0.007318019866943359,16
neighbor-heuristic,1000,50,3,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:42.443089,2017-07-21 18:11:42.987149,#EF106C,433,0,0.0076007843017578125,16
brute-force,1000,50,0,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:42.988773,2017-07-21 18:11:43.922058,#BBB23B,511,0,0.42208051681518555,1000
exact-heuristic,1000,50,0,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:43.923992,2017-07-21 18:11:44.463388,#BBB23B,511,0,0.005556821823120117,12
neighbor-heuristic,1000,50,1,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:44.465305,2017-07-21 18:11:44.982523,#BBB23B,511,0,0.005623817443847656,12
neighbor-heuristic,1000,50,2,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:44.984188,2017-07-21 18:11:45.500032,#BBB23B,511,0,0.0055582523345947266,12
neighbor-heuristic,1000,50,3,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:45.501661,2017-07-21 18:11:46.041236,#BBB23B,511,0,0.005581855773925781,12
brute-force,1000,100,0,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:46.042807,2017-07-21 18:11:47.018687,#D16C94,441,0,0.4229319095611572,1000
exact-heuristic,1000,100,0,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:47.020679,2017-07-21 18:11:47.596488,#D16C94,441,0,0.0039255619049072266,8
neighbor-heuristic,1000,100,1,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:47.598378,2017-07-21 18:11:48.154945,#D16C94,441,0,0.003893136978149414,8
neighbor-heuristic,1000,100,2,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:48.156627,2017-07-21 18:11:48.708688,#D16C94,441,0,0.0038766860961914062,8
neighbor-heuristic,1000,100,3,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:48.710322,2017-07-21 18:11:49.289424,#D16C94,441,0,0.003910064697265625,8
brute-force,1000,100,0,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:49.291052,2017-07-21 18:11:50.264191,#73B726,353,0,0.4222292900085449,1000
exact-heuristic,1000,100,0,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:50.266034,2017-07-21 18:11:50.838698,#73B726,353,0,0.0030510425567626953,6
neighbor-heuristic,1000,100,1,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:50.840600,2017-07-21 18:11:51.396484,#73B726,353,0,0.003008127212524414,6
neighbor-heuristic,1000,100,2,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:51.398062,2017-07-21 18:11:51.951898,#73B726,353,0,0.002992868423461914,6
neighbor-heuristic,1000,100,3,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:51.953477,2017-07-21 18:11:52.532442,#73B726,353,0,0.003005504608154297,6
brute-force,1000,100,0,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:52.534010,2017-07-21 18:11:53.508012,#0BE9A7,734,0,0.42303037643432617,1000
exact-heuristic,1000,100,0,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:53.509726,2017-07-21 18:11:54.082948,#0BE9A7,734,0,0.0028481483459472656,5
neighbor-heuristic,1000,100,1,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:54.085177,2017-07-21 18:11:54.640161,#0BE9A7,734,0,0.0025620460510253906,5
neighbor-heuristic,1000,100,2,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:54.641777,2017-07-21 18:11:55.197560,#0BE9A7,734,0,0.0028371810913085938,5
neighbor-heuristic,1000,100,3,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:55.199176,2017-07-21 18:11:55.778063,#0BE9A7,734,0,0.0026128292083740234,5
brute-force,1000,100,0,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:55.779615,2017-07-21 18:11:56.759159,#EF106C,433,0,0.4244821071624756,1000
exact-heuristic,1000,100,0,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:56.761029,2017-07-21 18:11:57.333936,#EF106C,433,0,0.0017333030700683594,3
neighbor-heuristic,1000,100,1,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:57.335744,2017-07-21 18:11:57.889410,#EF106C,433,0,0.0016927719116210938,3
neighbor-heuristic,1000,100,2,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:57.891040,2017-07-21 18:11:58.467922,#EF106C,433,0,0.0016815662384033203,3
neighbor-heuristic,1000,100,3,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:58.469489,2017-07-21 18:11:59.020605,#EF106C,433,0,0.0017082691192626953,3
brute-force,1000,100,0,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:11:59.022140,2017-07-21 18:11:59.999488,#BBB23B,511,0,0.4254777431488037,1000
exact-heuristic,1000,100,0,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:00.001326,2017-07-21 18:12:00.578514,#BBB23B,511,0,0.002135753631591797,4
neighbor-heuristic,1000,100,1,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:00.580364,2017-07-21 18:12:01.131598,#BBB23B,511,0,0.002107381820678711,4
neighbor-heuristic,1000,100,2,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:01.133253,2017-07-21 18:12:01.702759,#BBB23B,511,0,0.0020787715911865234,4
neighbor-heuristic,1000,100,3,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:01.704533,2017-07-21 18:12:02.252682,#BBB23B,511,0,0.0021123886108398438,4
brute-force,1000,200,0,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:02.254293,2017-07-21 18:12:03.304112,#D16C94,441,0,0.42427730560302734,1000
exact-heuristic,1000,200,0,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:03.305959,2017-07-21 18:12:03.960942,#C57A7F,418,0,0.002301931381225586,4
neighbor-heuristic,1000,200,1,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:03.962793,2017-07-21 18:12:04.597418,#C57A7F,418,0,0.002271890640258789,4
neighbor-heuristic,1000,200,2,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:04.598966,2017-07-21 18:12:05.247019,#C57A7F,418,0,0.00226593017578125,4
neighbor-heuristic,1000,200,3,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:05.248642,2017-07-21 18:12:05.876527,#C57A7F,418,0,0.002263784408569336,4
brute-force,1000,200,0,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:05.878272,2017-07-21 18:12:06.954962,#73B726,353,0,0.44695138931274414,1000
exact-heuristic,1000,200,0,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:06.956801,2017-07-21 18:12:07.589871,#73B726,353,0,0.0013689994812011719,2
neighbor-heuristic,1000,200,1,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:07.591795,2017-07-21 18:12:08.223841,#73B726,353,0,0.0013916492462158203,2
neighbor-heuristic,1000,200,2,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:08.225441,2017-07-21 18:12:08.879931,#73B726,353,0,0.001394033432006836,2
neighbor-heuristic,1000,200,3,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:08.881582,2017-07-21 18:12:09.513453,#73B726,353,0,0.0013959407806396484,2
brute-force,1000,200,0,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:09.515068,2017-07-21 18:12:10.594462,#0BE9A7,734,0,0.4262244701385498,1000
exact-heuristic,1000,200,0,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:10.596317,2017-07-21 18:12:11.236495,#0BE9A7,734,0,0.00269317626953125,5
neighbor-heuristic,1000,200,1,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:11.238390,2017-07-21 18:12:11.871674,#0BE9A7,734,0,0.0026917457580566406,5
neighbor-heuristic,1000,200,2,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:11.873510,2017-07-21 18:12:12.525802,#0BE9A7,734,0,0.002673625946044922,5
neighbor-heuristic,1000,200,3,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:12.527407,2017-07-21 18:12:13.158788,#0BE9A7,734,0,0.002888202667236328,5
brute-force,1000,200,0,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:13.160379,2017-07-21 18:12:14.238553,#EF106C,433,0,0.42523932456970215,1000
exact-heuristic,1000,200,0,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:14.240550,2017-07-21 18:12:15.297146,#EF106C,433,1,0.4267451763153076,1000
neighbor-heuristic,1000,200,1,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:15.298999,2017-07-21 18:12:16.195647,#FC0DAA,249,1,0.2502720355987549,13
neighbor-heuristic,1000,200,2,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:16.197166,2017-07-21 18:12:17.086923,#FC0DAA,249,1,0.2625725269317627,20
neighbor-heuristic,1000,200,3,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:17.088421,2017-07-21 18:12:18.010125,#FC0DAA,249,1,0.2695958614349365,24
brute-force,1000,200,0,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:18.011719,2017-07-21 18:12:19.062464,#BBB23B,511,0,0.42154932022094727,1000
exact-heuristic,1000,200,0,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:19.064332,2017-07-21 18:12:19.714179,#BBB23B,511,0,0.0009267330169677734,1
neighbor-heuristic,1000,200,1,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:19.716044,2017-07-21 18:12:20.347260,#BBB23B,511,0,0.0009622573852539062,1
neighbor-heuristic,1000,200,2,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:20.348920,2017-07-21 18:12:20.977913,#BBB23B,511,0,0.0010542869567871094,1
neighbor-heuristic,1000,200,3,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:20.979577,2017-07-21 18:12:21.630807,#BBB23B,511,0,0.0009593963623046875,1
brute-force,10000,10,0,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:21.632449,2017-07-21 18:12:31.123489,#D16C94,441,0,4.477363586425781,10000
exact-heuristic,10000,10,0,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:31.125295,2017-07-21 18:12:36.733888,#D16C94,441,0,0.5647165775299072,1222
neighbor-heuristic,10000,10,1,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:36.735704,2017-07-21 18:12:42.352693,#D16C94,441,0,0.5671637058258057,1222
neighbor-heuristic,10000,10,2,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:42.354306,2017-07-21 18:12:47.967097,#D16C94,441,0,0.5650603771209717,1222
neighbor-heuristic,10000,10,3,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:47.968689,2017-07-21 18:12:53.570036,#D16C94,441,0,0.5643155574798584,1222
brute-force,10000,10,0,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:12:53.571570,2017-07-21 18:13:03.075179,#78B631,5364,0,4.46934175491333,10000
exact-heuristic,10000,10,0,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:03.081870,2017-07-21 18:13:08.569740,#78B631,5364,0,0.4839136600494385,1054
neighbor-heuristic,10000,10,1,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:08.571835,2017-07-21 18:13:14.078266,#78B631,5364,0,0.4854860305786133,1054
neighbor-heuristic,10000,10,2,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:14.083988,2017-07-21 18:13:19.611131,#78B631,5364,0,0.4885597229003906,1054
neighbor-heuristic,10000,10,3,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:19.612828,2017-07-21 18:13:25.150462,#78B631,5364,0,0.48705315589904785,1054
brute-force,10000,10,0,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:25.152210,2017-07-21 18:13:34.683263,#0CF8A3,7300,0,4.48026180267334,10000
exact-heuristic,10000,10,0,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:34.685484,2017-07-21 18:13:40.085984,#0CF8A3,7300,0,0.32384395599365234,702
neighbor-heuristic,10000,10,1,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:40.088299,2017-07-21 18:13:45.425748,#0CF8A3,7300,0,0.3244638442993164,702
neighbor-heuristic,10000,10,2,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:45.461086,2017-07-21 18:13:50.799859,#0CF8A3,7300,0,0.3234570026397705,702
neighbor-heuristic,10000,10,3,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:50.801857,2017-07-21 18:13:56.164049,#0CF8A3,7300,0,0.3231205940246582,702
brute-force,10000,10,0,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:13:56.165988,2017-07-21 18:14:05.707490,#FB1373,8607,0,4.486958980560303,10000
exact-heuristic,10000,10,0,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:05.709564,2017-07-21 18:14:11.005733,#FB1373,8607,0,0.24497056007385254,536
neighbor-heuristic,10000,10,1,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:11.007956,2017-07-21 18:14:16.309060,#FB1373,8607,0,0.24575257301330566,536
neighbor-heuristic,10000,10,2,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:16.311000,2017-07-21 18:14:21.640156,#FB1373,8607,0,0.3233604431152344,536
neighbor-heuristic,10000,10,3,3,#F71976,0.23720547482319754,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:21.642159,2017-07-21 18:14:26.945874,#FB1373,8607,0,0.2466137409210205,536
brute-force,10000,10,0,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:26.952279,2017-07-21 18:14:36.526880,#BCB146,5276,0,4.498226642608643,10000
exact-heuristic,10000,10,0,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:36.529102,2017-07-21 18:14:42.093337,#BCB146,5276,0,0.48741817474365234,1054
neighbor-heuristic,10000,10,1,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:42.095692,2017-07-21 18:14:47.669801,#BCB146,5276,0,0.48695898056030273,1054
neighbor-heuristic,10000,10,2,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:47.671819,2017-07-21 18:14:53.225807,#BCB146,5276,0,0.5551044940948486,1054
neighbor-heuristic,10000,10,3,3,#BCB249,0.23720547482319754,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:53.228025,2017-07-21 18:14:58.730889,#BCB146,5276,0,0.48421168327331543,1054
brute-force,10000,20,0,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:14:58.732929,2017-07-21 18:15:08.409882,#D16C94,441,0,4.575024366378784,10000
exact-heuristic,10000,20,0,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:08.412054,2017-07-21 18:15:13.700593,#D16C94,441,0,0.22240900993347168,488
neighbor-heuristic,10000,20,1,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:13.702913,2017-07-21 18:15:19.059548,#D16C94,441,0,0.2231144905090332,488
neighbor-heuristic,10000,20,2,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:19.061474,2017-07-21 18:15:24.417920,#D16C94,441,0,0.22165799140930176,488
neighbor-heuristic,10000,20,3,3,#CD6D8F,0.23720547482319754,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:24.443327,2017-07-21 18:15:29.830539,#D16C94,441,0,0.29107069969177246,488
brute-force,10000,20,0,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:29.832447,2017-07-21 18:15:39.517065,#78B631,5364,0,4.58356785774231,10000
exact-heuristic,10000,20,0,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:39.519256,2017-07-21 18:15:44.780320,#78B631,5364,0,0.1857137680053711,409
neighbor-heuristic,10000,20,1,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:44.782641,2017-07-21 18:15:50.107219,#78B631,5364,0,0.18707513809204102,409
neighbor-heuristic,10000,20,2,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:50.109297,2017-07-21 18:15:55.415085,#78B631,5364,0,0.18625450134277344,409
neighbor-heuristic,10000,20,3,3,#74B32E,0.23720547482319754,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:15:55.417107,2017-07-21 18:16:00.687594,#78B631,5364,0,0.18630218505859375,409
brute-force,10000,20,0,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:00.689631,2017-07-21 18:16:10.324110,#0CF8A3,7300,0,4.562115430831909,10000
exact-heuristic,10000,20,0,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:10.425679,2017-07-21 18:16:15.541926,#0CF8A3,7300,0,0.07803034782409668,172
neighbor-heuristic,10000,20,1,3,#06FDA3,0.23720547482319754,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:16:15.544196,2017-07-21 18:16:20.732268,#0CF8A3,7300,0,0.07836246490478516,172
