algorithm	num_episodes	num_labels	num_trials	random_seed	target_color	target_color_hex	color_sequence_type	num_neighbors	_hostname	_pwd	_username	_start_time	_end_time	answer	num_fallbacks	runtime	total_episodes
brute-force	1000	100	5	0.8048553004169102	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:16:53.648976	2017-06-19 17:16:54.818488	#128172	0	0.5046858787536621	998
exact-heuristic	1000	100	5	0.8048553004169102	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:16:54.818662	2017-06-19 17:16:55.953041	#128172	1	0.5084578990936279	998
brute-force	1000	100	0	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:16:55.953220	2017-06-19 17:16:57.127257	#097855	0	0.5183510780334473	993
exact-heuristic	1000	100	0	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:16:57.127409	2017-06-19 17:16:58.323564	#097855	1	0.5508408546447754	993
brute-force	1000	100	1	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:16:58.323767	2017-06-19 17:16:59.468629	#097855	0	0.5157740116119385	993
exact-heuristic	1000	100	1	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:16:59.468787	2017-06-19 17:17:00.653322	#097855	1	0.5468652248382568	993
brute-force	1000	100	2	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:00.653475	2017-06-19 17:17:01.783881	#097855	0	0.49992895126342773	993
exact-heuristic	1000	100	2	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:01.784042	2017-06-19 17:17:02.974696	#097855	1	0.535944938659668	993
brute-force	1000	100	3	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:02.974871	2017-06-19 17:17:04.120865	#097855	0	0.5143771171569824	993
exact-heuristic	1000	100	3	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:04.121153	2017-06-19 17:17:05.302324	#097855	1	0.5071640014648438	993
brute-force	1000	100	4	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:05.302483	2017-06-19 17:17:06.434184	#097855	0	0.5006759166717529	993
exact-heuristic	1000	100	4	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:06.434342	2017-06-19 17:17:07.603561	#097855	1	0.5015461444854736	993
brute-force	1000	100	5	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:07.603715	2017-06-19 17:17:08.732605	#097855	0	0.5021729469299316	993
exact-heuristic	1000	100	5	0.4643851618510445	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:08.732772	2017-06-19 17:17:09.885763	#097855	1	0.5023660659790039	993
brute-force	1000	100	0	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:09.885971	2017-06-19 17:17:11.021676	#138663	0	0.4907491207122803	995
exact-heuristic	1000	100	0	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:11.021833	2017-06-19 17:17:12.208186	#138663	1	0.5243580341339111	995
brute-force	1000	100	1	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:12.208400	2017-06-19 17:17:13.355010	#138663	0	0.5240578651428223	995
exact-heuristic	1000	100	1	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:13.355171	2017-06-19 17:17:14.515787	#138663	1	0.5171289443969727	995
brute-force	1000	100	2	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:14.516007	2017-06-19 17:17:15.641737	#138663	0	0.4995381832122803	995
exact-heuristic	1000	100	2	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:15.641910	2017-06-19 17:17:16.823741	#138663	1	0.5154938697814941	995
brute-force	1000	100	3	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:16.823929	2017-06-19 17:17:17.978304	#138663	0	0.5221951007843018	995
exact-heuristic	1000	100	3	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:17.978455	2017-06-19 17:17:19.140177	#138663	1	0.5158281326293945	995
brute-force	1000	100	4	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:19.140334	2017-06-19 17:17:20.347376	#138663	0	0.5697319507598877	995
exact-heuristic	1000	100	4	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:20.347529	2017-06-19 17:17:21.497081	#138663	1	0.509099006652832	995
brute-force	1000	100	5	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:21.497271	2017-06-19 17:17:22.669410	#138663	0	0.5124671459197998	995
exact-heuristic	1000	100	5	0.374395196873219	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:22.669568	2017-06-19 17:17:23.782951	#138663	1	0.49775099754333496	995
brute-force	1000	100	0	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:23.783138	2017-06-19 17:17:24.968314	#077C5C	0	0.5238738059997559	999
exact-heuristic	1000	100	0	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:24.968497	2017-06-19 17:17:26.094929	#077C5C	1	0.491534948348999	999
brute-force	1000	100	1	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:26.095113	2017-06-19 17:17:27.260440	#077C5C	0	0.5020890235900879	999
exact-heuristic	1000	100	1	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:27.260615	2017-06-19 17:17:28.423303	#077C5C	1	0.5181879997253418	999
brute-force	1000	100	2	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:28.423466	2017-06-19 17:17:29.606649	#077C5C	0	0.5191090106964111	999
exact-heuristic	1000	100	2	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:29.606813	2017-06-19 17:17:30.728644	#077C5C	1	0.4997539520263672	999
brute-force	1000	100	3	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:30.728833	2017-06-19 17:17:31.917056	#077C5C	0	0.5201430320739746	999
exact-heuristic	1000	100	3	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:31.917323	2017-06-19 17:17:33.054786	#077C5C	1	0.49817800521850586	999
brute-force	1000	100	4	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:33.054966	2017-06-19 17:17:34.225703	#077C5C	0	0.512747049331665	999
exact-heuristic	1000	100	4	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:34.225872	2017-06-19 17:17:35.381577	#077C5C	1	0.5172700881958008	999
brute-force	1000	100	5	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:35.381770	2017-06-19 17:17:36.546752	#077C5C	0	0.5223920345306396	999
exact-heuristic	1000	100	5	0.23938158014086497	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:36.546926	2017-06-19 17:17:37.736946	#077C5C	1	0.5397861003875732	999
brute-force	1000	100	0	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:37.737121	2017-06-19 17:17:38.881138	#0D8256	0	0.5107200145721436	998
exact-heuristic	1000	100	0	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:38.881499	2017-06-19 17:17:40.053841	#0D8256	1	0.5324521064758301	998
brute-force	1000	100	1	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:40.054013	2017-06-19 17:17:41.188315	#0D8256	0	0.5137019157409668	998
exact-heuristic	1000	100	1	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:41.188490	2017-06-19 17:17:42.364999	#0D8256	1	0.5116431713104248	998
brute-force	1000	100	2	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:42.365240	2017-06-19 17:17:43.503972	#0D8256	0	0.5065281391143799	998
exact-heuristic	1000	100	2	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:43.504178	2017-06-19 17:17:44.721222	#0D8256	1	0.5259201526641846	998
brute-force	1000	100	3	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:44.721388	2017-06-19 17:17:45.861132	#0D8256	0	0.5032999515533447	998
exact-heuristic	1000	100	3	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:45.861291	2017-06-19 17:17:47.040697	#0D8256	1	0.5104250907897949	998
brute-force	1000	100	4	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:47.040875	2017-06-19 17:17:48.193630	#0D8256	0	0.5064048767089844	998
exact-heuristic	1000	100	4	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:48.193801	2017-06-19 17:17:49.383650	#0D8256	1	0.519934892654419	998
brute-force	1000	100	5	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:49.383802	2017-06-19 17:17:50.533201	#0D8256	0	0.5254461765289307	998
exact-heuristic	1000	100	5	0.5759982537872608	#057D68	#057D68	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:50.533403	2017-06-19 17:17:51.713495	#0D8256	1	0.5119600296020508	998
brute-force	10000	10	0	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:17:51.713755	2017-06-19 17:18:02.819095	#D06E96	0	5.284518003463745	9992
exact-heuristic	10000	10	0	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:18:02.819479	2017-06-19 17:18:14.095866	#D06E96	1	5.332403898239136	9992
brute-force	10000	10	1	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:18:14.096048	2017-06-19 17:18:25.307829	#D06E96	0	5.395533800125122	9992
exact-heuristic	10000	10	1	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:18:25.308105	2017-06-19 17:18:36.515363	#D06E96	1	5.478092193603516	9992
brute-force	10000	10	2	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:18:36.515550	2017-06-19 17:18:47.741645	#D06E96	0	5.347711086273193	9992
exact-heuristic	10000	10	2	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:18:47.741832	2017-06-19 17:18:58.853723	#D06E96	1	5.2821269035339355	9992
brute-force	10000	10	3	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:18:58.853901	2017-06-19 17:19:10.062942	#D06E96	0	5.3975989818573	9992
exact-heuristic	10000	10	3	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:19:10.063165	2017-06-19 17:19:21.144118	#D06E96	1	5.299217939376831	9992
brute-force	10000	10	4	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:19:21.144330	2017-06-19 17:19:32.259786	#D06E96	0	5.270967960357666	9992
exact-heuristic	10000	10	4	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:19:32.259972	2017-06-19 17:19:44.037302	#D06E96	1	5.780817031860352	9992
brute-force	10000	10	5	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:19:44.037523	2017-06-19 17:19:56.329096	#D06E96	0	5.4065260887146	9992
exact-heuristic	10000	10	5	0.6089990701367864	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:19:56.329277	2017-06-19 17:20:07.707633	#D06E96	1	5.313889980316162	9992
brute-force	10000	10	0	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:20:07.707823	2017-06-19 17:20:18.780381	#CA6F99	0	5.272388219833374	9992
exact-heuristic	10000	10	0	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:20:18.780596	2017-06-19 17:20:29.898155	#CA6F99	1	5.368584871292114	9992
brute-force	10000	10	1	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:20:29.898356	2017-06-19 17:20:40.871558	#CA6F99	0	5.225841045379639	9992
exact-heuristic	10000	10	1	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:20:40.871732	2017-06-19 17:20:51.836562	#CA6F99	1	5.3280930519104	9992
brute-force	10000	10	2	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:20:51.836757	2017-06-19 17:21:02.792123	#CA6F99	0	5.293297052383423	9992
exact-heuristic	10000	10	2	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:21:02.792308	2017-06-19 17:21:13.785043	#CA6F99	1	5.336800813674927	9992
brute-force	10000	10	3	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:21:13.785247	2017-06-19 17:21:24.771279	#CA6F99	0	5.249078989028931	9992
exact-heuristic	10000	10	3	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:21:24.771479	2017-06-19 17:21:35.894097	#CA6F99	1	5.352786064147949	9992
brute-force	10000	10	4	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:21:35.894299	2017-06-19 17:21:47.002328	#CA6F99	0	5.422320127487183	9992
exact-heuristic	10000	10	4	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:21:47.002581	2017-06-19 17:21:57.982019	#CA6F99	1	5.2193849086761475	9992
brute-force	10000	10	5	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:21:57.982200	2017-06-19 17:22:08.992896	#CA6F99	0	5.247525215148926	9992
exact-heuristic	10000	10	5	0.4979078532072325	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:22:08.993127	2017-06-19 17:22:19.971772	#CA6F99	1	5.274055004119873	9992
brute-force	10000	10	0	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:22:19.971998	2017-06-19 17:22:30.949526	#CD6894	0	5.240553855895996	9996
exact-heuristic	10000	10	0	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:22:30.949704	2017-06-19 17:22:41.840171	#CD6894	1	5.190960884094238	9996
brute-force	10000	10	1	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:22:41.840378	2017-06-19 17:22:52.831354	#CD6894	0	5.335449934005737	9996
exact-heuristic	10000	10	1	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:22:52.831580	2017-06-19 17:23:03.786173	#CD6894	1	5.228586912155151	9996
brute-force	10000	10	2	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:23:03.786352	2017-06-19 17:23:14.873135	#CD6894	0	5.2811689376831055	9996
exact-heuristic	10000	10	2	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:23:14.873359	2017-06-19 17:23:25.939743	#CD6894	1	5.284930944442749	9996
brute-force	10000	10	3	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:23:25.939925	2017-06-19 17:23:36.937117	#CD6894	0	5.335953235626221	9996
exact-heuristic	10000	10	3	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:23:36.937328	2017-06-19 17:23:47.906125	#CD6894	1	5.229473829269409	9996
brute-force	10000	10	4	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:23:47.906315	2017-06-19 17:23:59.001990	#CD6894	0	5.314362049102783	9996
exact-heuristic	10000	10	4	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:23:59.002236	2017-06-19 17:24:10.068682	#CD6894	1	5.335587024688721	9996
brute-force	10000	10	5	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:24:10.068900	2017-06-19 17:24:21.085565	#CD6894	0	5.396646022796631	9996
exact-heuristic	10000	10	5	0.8382372362691031	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:24:21.085745	2017-06-19 17:24:32.116025	#CD6894	1	5.269168853759766	9996
brute-force	10000	10	0	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:24:32.116210	2017-06-19 17:24:43.249275	#D06A90	0	5.360513925552368	9992
exact-heuristic	10000	10	0	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:24:43.249491	2017-06-19 17:24:54.306742	#D06A90	1	5.375759124755859	9992
brute-force	10000	10	1	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:24:54.307073	2017-06-19 17:25:05.351283	#D06A90	0	5.2727320194244385	9992
exact-heuristic	10000	10	1	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:25:05.351518	2017-06-19 17:25:16.341365	#D06A90	1	5.213807106018066	9992
brute-force	10000	10	2	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:25:16.341565	2017-06-19 17:25:27.399310	#D06A90	0	5.32545018196106	9992
exact-heuristic	10000	10	2	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:25:27.399503	2017-06-19 17:25:38.380320	#D06A90	1	5.2324559688568115	9992
brute-force	10000	10	3	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:25:38.380518	2017-06-19 17:25:49.329645	#D06A90	0	5.234318017959595	9992
exact-heuristic	10000	10	3	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:25:49.329828	2017-06-19 17:26:00.385796	#D06A90	1	5.300530910491943	9992
brute-force	10000	10	4	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:26:00.385999	2017-06-19 17:26:11.449825	#D06A90	0	5.292888164520264	9992
exact-heuristic	10000	10	4	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:26:11.450022	2017-06-19 17:26:22.465332	#D06A90	1	5.232714891433716	9992
brute-force	10000	10	5	0.1717978382015274	#CD6D8F	#CD6D8F	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 17:26:22.465510	2017-06-19 17:26:33.493709	#D06A90	0	5.2466161251068115	9992
